transaction_id,customer_id,transaction_date,transaction_time,account_type,payment_method,direction,amount,balance_after,narration,merchant_name,merchant_city,merchant_country,transaction_datetime,year,month,day,hour,weekday,month_name,clean_narration,clean_merchant_name,is_debit,is_credit,transaction_type,time_period
TX0500405,CUST0002_SEASONAL,2024-02-01,11:28:00,Courant,ATM,Debit,44.25,30833.85,TRANSPORT,BIM,Marrakech,MA,2024-02-01 11:28:00,2024,2,1,11,Thursday,February,TRANSPORT,BIM,1,0,Dépense,Matin
TX0500405,CUST0002_SEASONAL,2024-02-01,10:07:00,Courant,Espèces,Debit,225.51,30608.34,RETRAIT ATM,BIM,Rabat,MA,2024-02-01 10:07:00,2024,2,1,10,Thursday,February,RETRAIT ATM,BIM,1,0,Dépense,Matin
TX0500406,CUST0002_SEASONAL,2024-02-01,20:54:00,Courant,Espèces,Debit,80.7,30527.63,TRANSPORT,Shell,Tanger,MA,2024-02-01 20:54:00,2024,2,1,20,Thursday,February,TRANSPORT,SHELL,1,0,Dépense,Soir
TX0500407,CUST0002_SEASONAL,2024-02-02,17:13:00,Courant,Wallet,Debit,113.05,30414.58,TRANSPORT,Pharmacie,Rabat,MA,2024-02-02 17:13:00,2024,2,2,17,Friday,February,TRANSPORT,PHARMACIE,1,0,Dépense,Après-midi
TX0500408,CUST0002_SEASONAL,2024-02-03,15:51:00,Courant,Wallet,Debit,247.5,30167.08,ACHAT SUPERMARCHE,Careem,Oujda,MA,2024-02-03 15:51:00,2024,2,3,15,Saturday,February,ACHAT SUPERMARCHE,CAREEM,1,0,Dépense,Après-midi
TX0500409,CUST0002_SEASONAL,2024-02-03,20:13:00,Courant,Wallet,Debit,111.77,30055.31,CARBURANT,Careem,Marrakech,MA,2024-02-03 20:13:00,2024,2,3,20,Saturday,February,CARBURANT,CAREEM,1,0,Dépense,Soir
TX0500410,CUST0002_SEASONAL,2024-02-04,13:13:00,Courant,ATM,Debit,248.43,29806.88,ACHAT SUPERMARCHE,ATM,Casablanca,MA,2024-02-04 13:13:00,2024,2,4,13,Sunday,February,ACHAT SUPERMARCHE,ATM,1,0,Dépense,Après-midi
TX0500411,CUST0002_SEASONAL,2024-02-04,11:39:00,Courant,Espèces,Debit,88.11,29718.77,ACHAT EPICERIE,BIM,Casablanca,MA,2024-02-04 11:39:00,2024,2,4,11,Sunday,February,ACHAT EPICERIE,BIM,1,0,Dépense,Matin
TX0500412,CUST0002_SEASONAL,2024-02-05,14:29:00,Courant,Virement,Debit,54.28,29664.49,ACHAT SUPERMARCHE,Shell,Casablanca,MA,2024-02-05 14:29:00,2024,2,5,14,Monday,February,ACHAT SUPERMARCHE,SHELL,1,0,Dépense,Après-midi
TX0500413,CUST0002_SEASONAL,2024-02-05,18:21:00,Courant,Wallet,Debit,122.29,29542.2,RETRAIT ATM,Pharmacie,Tanger,MA,2024-02-05 18:21:00,2024,2,5,18,Monday,February,RETRAIT ATM,PHARMACIE,1,0,Dépense,Soir
TX0500414,CUST0002_SEASONAL,2024-02-06,20:21:00,Courant,Espèces,Debit,157.55,29384.64,TRANSPORT,ATM,Meknès,MA,2024-02-06 20:21:00,2024,2,6,20,Tuesday,February,TRANSPORT,ATM,1,0,Dépense,Soir
TX0500415,CUST0002_SEASONAL,2024-02-06,18:02:00,Courant,Espèces,Debit,215.13,29169.51,TRANSPORT,ATM,Tanger,MA,2024-02-06 18:02:00,2024,2,6,18,Tuesday,February,TRANSPORT,ATM,1,0,Dépense,Soir
TX0500416,CUST0002_SEASONAL,2024-02-07,13:26:00,Courant,Virement instantané,Debit,213.48,28956.03,RETRAIT ATM,Careem,Meknès,MA,2024-02-07 13:26:00,2024,2,7,13,Wednesday,February,RETRAIT ATM,CAREEM,1,0,Dépense,Après-midi
TX0500417,CUST0002_SEASONAL,2024-02-07,14:15:00,Courant,Carte,Debit,178.4,28777.63,RETRAIT ATM,Shell,Casablanca,MA,2024-02-07 14:15:00,2024,2,7,14,Wednesday,February,RETRAIT ATM,SHELL,1,0,Dépense,Après-midi
TX0500418,CUST0002_SEASONAL,2024-02-07,08:23:00,Courant,Wallet,Debit,136.93,28640.7,ACHAT SUPERMARCHE,ATM,Fès,MA,2024-02-07 08:23:00,2024,2,7,8,Wednesday,February,ACHAT SUPERMARCHE,ATM,1,0,Dépense,Matin
TX0500419,CUST0002_SEASONAL,2024-02-08,17:31:00,Courant,Virement,Debit,194.32,28446.38,ACHAT EPICERIE,ATM,Casablanca,MA,2024-02-08 17:31:00,2024,2,8,17,Thursday,February,ACHAT EPICERIE,ATM,1,0,Dépense,Après-midi
TX0500420,CUST0002_SEASONAL,2024-02-08,16:20:00,Courant,Virement instantané,Debit,158.81,28287.57,CARBURANT,ATM,Rabat,MA,2024-02-08 16:20:00,2024,2,8,16,Thursday,February,CARBURANT,ATM,1,0,Dépense,Après-midi
TX0500421,CUST0002_SEASONAL,2024-02-09,18:45:00,Courant,Virement,Debit,82.87,28204.69,CARBURANT,BIM,Fès,MA,2024-02-09 18:45:00,2024,2,9,18,Friday,February,CARBURANT,BIM,1,0,Dépense,Soir
TX0500422,CUST0002_SEASONAL,2024-02-09,08:33:00,Courant,Virement,Debit,53.34,28151.35,CARBURANT,Pharmacie,Oujda,MA,2024-02-09 08:33:00,2024,2,9,8,Friday,February,CARBURANT,PHARMACIE,1,0,Dépense,Matin
TX0500423,CUST0002_SEASONAL,2024-02-09,10:25:00,Courant,Virement instantané,Debit,35.68,28115.67,ACHAT EPICERIE,BIM,Tanger,MA,2024-02-09 10:25:00,2024,2,9,10,Friday,February,ACHAT EPICERIE,BIM,1,0,Dépense,Matin
TX0500424,CUST0002_SEASONAL,2024-02-10,10:35:00,Courant,Carte,Debit,37.51,28078.16,CARBURANT,BIM,Fès,MA,2024-02-10 10:35:00,2024,2,10,10,Saturday,February,CARBURANT,BIM,1,0,Dépense,Matin
TX0500425,CUST0002_SEASONAL,2024-02-10,09:28:00,Courant,Wallet,Debit,242.25,27835.91,TRANSPORT,Pharmacie,Casablanca,MA,2024-02-10 09:28:00,2024,2,10,9,Saturday,February,TRANSPORT,PHARMACIE,1,0,Dépense,Matin
TX0500426,CUST0002_SEASONAL,2024-02-10,17:32:00,Courant,Espèces,Debit,98.69,27737.22,TRANSPORT,Careem,Tanger,MA,2024-02-10 17:32:00,2024,2,10,17,Saturday,February,TRANSPORT,CAREEM,1,0,Dépense,Après-midi
TX0500427,CUST0002_SEASONAL,2024-02-11,13:22:00,Courant,Carte,Debit,166.27,27570.95,ACHAT EPICERIE,Careem,Rabat,MA,2024-02-11 13:22:00,2024,2,11,13,Sunday,February,ACHAT EPICERIE,CAREEM,1,0,Dépense,Après-midi
TX0500428,CUST0002_SEASONAL,2024-02-12,18:15:00,Courant,Virement,Debit,73.4,27497.54,ACHAT SUPERMARCHE,Carrefour,Tanger,MA,2024-02-12 18:15:00,2024,2,12,18,Monday,February,ACHAT SUPERMARCHE,CARREFOUR,1,0,Dépense,Soir
TX0500429,CUST0002_SEASONAL,2024-02-12,14:30:00,Courant,Wallet,Debit,209.65,27287.89,ACHAT EPICERIE,Pharmacie,Meknès,MA,2024-02-12 14:30:00,2024,2,12,14,Monday,February,ACHAT EPICERIE,PHARMACIE,1,0,Dépense,Après-midi
TX0500430,CUST0002_SEASONAL,2024-02-12,15:34:00,Courant,ATM,Debit,182.34,27105.56,RETRAIT ATM,Carrefour,Agadir,MA,2024-02-12 15:34:00,2024,2,12,15,Monday,February,RETRAIT ATM,CARREFOUR,1,0,Dépense,Après-midi
TX0500431,CUST0002_SEASONAL,2024-02-13,14:13:00,Courant,ATM,Debit,169.8,26935.76,ACHAT SUPERMARCHE,Carrefour,Fès,MA,2024-02-13 14:13:00,2024,2,13,14,Tuesday,February,ACHAT SUPERMARCHE,CARREFOUR,1,0,Dépense,Après-midi
TX0500432,CUST0002_SEASONAL,2024-02-13,13:13:00,Courant,ATM,Debit,235.5,26700.26,ACHAT EPICERIE,Shell,Fès,MA,2024-02-13 13:13:00,2024,2,13,13,Tuesday,February,ACHAT EPICERIE,SHELL,1,0,Dépense,Après-midi
TX0500433,CUST0002_SEASONAL,2024-02-14,12:26:00,Courant,Espèces,Debit,153.41,26546.85,ACHAT SUPERMARCHE,Careem,Casablanca,MA,2024-02-14 12:26:00,2024,2,14,12,Wednesday,February,ACHAT SUPERMARCHE,CAREEM,1,0,Dépense,Après-midi
TX0500434,CUST0002_SEASONAL,2024-02-14,08:50:00,Courant,Virement instantané,Debit,54.99,26491.86,TRANSPORT,BIM,Meknès,MA,2024-02-14 08:50:00,2024,2,14,8,Wednesday,February,TRANSPORT,BIM,1,0,Dépense,Matin
TX0500435,CUST0002_SEASONAL,2024-02-15,19:56:00,Courant,Virement,Debit,61.8,26430.06,TRANSPORT,Careem,Tanger,MA,2024-02-15 19:56:00,2024,2,15,19,Thursday,February,TRANSPORT,CAREEM,1,0,Dépense,Soir
TX0500436,CUST0002_SEASONAL,2024-02-15,12:50:00,Courant,Carte,Debit,86.56,26343.5,TRANSPORT,Carrefour,Marrakech,MA,2024-02-15 12:50:00,2024,2,15,12,Thursday,February,TRANSPORT,CARREFOUR,1,0,Dépense,Après-midi
TX0500437,CUST0002_SEASONAL,2024-02-15,15:35:00,Courant,Carte,Debit,235.54,26107.96,RETRAIT ATM,Shell,Fès,MA,2024-02-15 15:35:00,2024,2,15,15,Thursday,February,RETRAIT ATM,SHELL,1,0,Dépense,Après-midi
TX0500438,CUST0002_SEASONAL,2024-02-16,14:46:00,Courant,Carte,Debit,103.7,26004.26,ACHAT EPICERIE,Carrefour,Tanger,MA,2024-02-16 14:46:00,2024,2,16,14,Friday,February,ACHAT EPICERIE,CARREFOUR,1,0,Dépense,Après-midi
TX0500439,CUST0002_SEASONAL,2024-02-16,18:12:00,Courant,Espèces,Debit,165.43,25838.84,ACHAT SUPERMARCHE,Shell,Oujda,MA,2024-02-16 18:12:00,2024,2,16,18,Friday,February,ACHAT SUPERMARCHE,SHELL,1,0,Dépense,Soir
TX0500440,CUST0002_SEASONAL,2024-02-17,17:44:00,Courant,Wallet,Debit,184.69,25654.14,ACHAT SUPERMARCHE,Careem,Casablanca,MA,2024-02-17 17:44:00,2024,2,17,17,Saturday,February,ACHAT SUPERMARCHE,CAREEM,1,0,Dépense,Après-midi
TX0500441,CUST0002_SEASONAL,2024-02-17,16:27:00,Courant,Carte,Debit,152.37,25501.78,RETRAIT ATM,ATM,Tanger,MA,2024-02-17 16:27:00,2024,2,17,16,Saturday,February,RETRAIT ATM,ATM,1,0,Dépense,Après-midi
TX0500442,CUST0002_SEASONAL,2024-02-17,16:54:00,Courant,ATM,Debit,61.86,25439.92,RETRAIT ATM,Carrefour,Casablanca,MA,2024-02-17 16:54:00,2024,2,17,16,Saturday,February,RETRAIT ATM,CARREFOUR,1,0,Dépense,Après-midi
TX0500443,CUST0002_SEASONAL,2024-02-18,12:37:00,Courant,Virement,Debit,97.77,25342.15,RETRAIT ATM,ATM,Meknès,MA,2024-02-18 12:37:00,2024,2,18,12,Sunday,February,RETRAIT ATM,ATM,1,0,Dépense,Après-midi
TX0500444,CUST0002_SEASONAL,2024-02-19,15:26:00,Courant,Virement,Debit,200.03,25142.11,RETRAIT ATM,Pharmacie,Tanger,MA,2024-02-19 15:26:00,2024,2,19,15,Monday,February,RETRAIT ATM,PHARMACIE,1,0,Dépense,Après-midi
TX0500445,CUST0002_SEASONAL,2024-02-19,15:53:00,Courant,Virement,Debit,68.46,25073.65,ACHAT EPICERIE,Carrefour,Meknès,MA,2024-02-19 15:53:00,2024,2,19,15,Monday,February,ACHAT EPICERIE,CARREFOUR,1,0,Dépense,Après-midi
TX0500446,CUST0002_SEASONAL,2024-02-19,13:17:00,Courant,Wallet,Debit,96.66,24976.99,CARBURANT,Shell,Casablanca,MA,2024-02-19 13:17:00,2024,2,19,13,Monday,February,CARBURANT,SHELL,1,0,Dépense,Après-midi
TX0500447,CUST0002_SEASONAL,2024-02-20,09:26:00,Courant,Espèces,Debit,92.18,24884.81,ACHAT SUPERMARCHE,ATM,Marrakech,MA,2024-02-20 09:26:00,2024,2,20,9,Tuesday,February,ACHAT SUPERMARCHE,ATM,1,0,Dépense,Matin
TX0500448,CUST0002_SEASONAL,2024-02-20,20:47:00,Courant,Wallet,Debit,244.16,24640.65,RETRAIT ATM,ATM,Fès,MA,2024-02-20 20:47:00,2024,2,20,20,Tuesday,February,RETRAIT ATM,ATM,1,0,Dépense,Soir
TX0500449,CUST0002_SEASONAL,2024-02-21,12:54:00,Courant,Wallet,Debit,72.06,24568.58,ACHAT SUPERMARCHE,BIM,Tanger,MA,2024-02-21 12:54:00,2024,2,21,12,Wednesday,February,ACHAT SUPERMARCHE,BIM,1,0,Dépense,Après-midi
TX0500450,CUST0002_SEASONAL,2024-02-21,10:38:00,Courant,Wallet,Debit,248.06,24320.53,ACHAT SUPERMARCHE,Shell,Meknès,MA,2024-02-21 10:38:00,2024,2,21,10,Wednesday,February,ACHAT SUPERMARCHE,SHELL,1,0,Dépense,Matin
TX0500451,CUST0002_SEASONAL,2024-02-22,18:57:00,Courant,Espèces,Debit,86.61,24233.91,RETRAIT ATM,BIM,Fès,MA,2024-02-22 18:57:00,2024,2,22,18,Thursday,February,RETRAIT ATM,BIM,1,0,Dépense,Soir
TX0500452,CUST0002_SEASONAL,2024-02-23,09:15:00,Courant,Wallet,Debit,237.46,23996.45,RETRAIT ATM,Pharmacie,Fès,MA,2024-02-23 09:15:00,2024,2,23,9,Friday,February,RETRAIT ATM,PHARMACIE,1,0,Dépense,Matin
TX0500453,CUST0002_SEASONAL,2024-02-23,11:35:00,Courant,Carte,Debit,106.98,23889.48,CARBURANT,Pharmacie,Oujda,MA,2024-02-23 11:35:00,2024,2,23,11,Friday,February,CARBURANT,PHARMACIE,1,0,Dépense,Matin
TX0500454,CUST0002_SEASONAL,2024-02-24,09:21:00,Courant,Carte,Debit,119.81,23769.67,TRANSPORT,ATM,Casablanca,MA,2024-02-24 09:21:00,2024,2,24,9,Saturday,February,TRANSPORT,ATM,1,0,Dépense,Matin
TX0500455,CUST0002_SEASONAL,2024-02-24,12:27:00,Courant,Wallet,Debit,123.6,23646.07,ACHAT EPICERIE,BIM,Marrakech,MA,2024-02-24 12:27:00,2024,2,24,12,Saturday,February,ACHAT EPICERIE,BIM,1,0,Dépense,Après-midi
TX0500456,CUST0002_SEASONAL,2024-02-24,09:26:00,Courant,ATM,Debit,141.32,23504.75,ACHAT EPICERIE,Shell,Rabat,MA,2024-02-24 09:26:00,2024,2,24,9,Saturday,February,ACHAT EPICERIE,SHELL,1,0,Dépense,Matin
TX0500457,CUST0002_SEASONAL,2024-02-25,12:39:00,Courant,Virement,Debit,140.77,23363.98,RETRAIT ATM,ATM,Fès,MA,2024-02-25 12:39:00,2024,2,25,12,Sunday,February,RETRAIT ATM,ATM,1,0,Dépense,Après-midi
TX0500458,CUST0002_SEASONAL,2024-02-25,14:30:00,Courant,ATM,Debit,76.17,23287.82,ACHAT SUPERMARCHE,Careem,Marrakech,MA,2024-02-25 14:30:00,2024,2,25,14,Sunday,February,ACHAT SUPERMARCHE,CAREEM,1,0,Dépense,Après-midi
TX0500459,CUST0002_SEASONAL,2024-02-25,08:03:00,Courant,Virement,Debit,218.21,23069.61,CARBURANT,Careem,Oujda,MA,2024-02-25 08:03:00,2024,2,25,8,Sunday,February,CARBURANT,CAREEM,1,0,Dépense,Matin
TX0500460,CUST0002_SEASONAL,2024-02-26,19:14:00,Courant,Virement instantané,Debit,109.21,22960.4,ACHAT SUPERMARCHE,Pharmacie,Casablanca,MA,2024-02-26 19:14:00,2024,2,26,19,Monday,February,ACHAT SUPERMARCHE,PHARMACIE,1,0,Dépense,Soir
TX0500461,CUST0002_SEASONAL,2024-02-26,12:20:00,Courant,Carte,Debit,71.19,22889.21,ACHAT SUPERMARCHE,Carrefour,Fès,MA,2024-02-26 12:20:00,2024,2,26,12,Monday,February,ACHAT SUPERMARCHE,CARREFOUR,1,0,Dépense,Après-midi
TX0500462,CUST0002_SEASONAL,2024-02-27,12:57:00,Courant,Wallet,Debit,43.61,22845.6,ACHAT EPICERIE,Careem,Fès,MA,2024-02-27 12:57:00,2024,2,27,12,Tuesday,February,ACHAT EPICERIE,CAREEM,1,0,Dépense,Après-midi
TX0500463,CUST0002_SEASONAL,2024-02-28,20:11:00,Courant,ATM,Debit,99.85,22745.75,CARBURANT,Shell,Fès,MA,2024-02-28 20:11:00,2024,2,28,20,Wednesday,February,CARBURANT,SHELL,1,0,Dépense,Soir
TX0500464,CUST0002_SEASONAL,2024-02-28,20:14:00,Courant,Virement,Debit,87.12,22658.63,RETRAIT ATM,Pharmacie,Marrakech,MA,2024-02-28 20:14:00,2024,2,28,20,Wednesday,February,RETRAIT ATM,PHARMACIE,1,0,Dépense,Soir
TX0500465,CUST0002_SEASONAL,2024-02-28,20:04:00,Courant,Espèces,Debit,56.29,22602.34,TRANSPORT,Pharmacie,Oujda,MA,2024-02-28 20:04:00,2024,2,28,20,Wednesday,February,TRANSPORT,PHARMACIE,1,0,Dépense,Soir
TX0500466,CUST0002_SEASONAL,2024-02-29,08:57:00,Courant,Virement,Debit,83.39,22518.95,CARBURANT,Shell,Agadir,MA,2024-02-29 08:57:00,2024,2,29,8,Thursday,February,CARBURANT,SHELL,1,0,Dépense,Matin
TX0500467,CUST0002_SEASONAL,2024-02-29,08:08:00,Courant,Espèces,Debit,131.91,22387.04,TRANSPORT,BIM,Marrakech,MA,2024-02-29 08:08:00,2024,2,29,8,Thursday,February,TRANSPORT,BIM,1,0,Dépense,Matin
TX0500468,CUST0002_SEASONAL,2024-02-29,11:54:00,Courant,Virement instantané,Debit,33.73,22353.31,ACHAT SUPERMARCHE,Careem,Rabat,MA,2024-02-29 11:54:00,2024,2,29,11,Thursday,February,ACHAT SUPERMARCHE,CAREEM,1,0,Dépense,Matin
TX0500469,CUST0002_SEASONAL,2024-02-29,17:31:00,Courant,ATM,Debit,78.19,22275.11,TRANSPORT,Carrefour,Rabat,MA,2024-02-29 17:31:00,2024,2,29,17,Thursday,February,TRANSPORT,CARREFOUR,1,0,Dépense,Après-midi
TX0500470,CUST0002_SEASONAL,2024-02-29,13:41:00,Courant,Carte,Debit,194.53,22080.58,RETRAIT ATM,BIM,Casablanca,MA,2024-02-29 13:41:00,2024,2,29,13,Thursday,February,RETRAIT ATM,BIM,1,0,Dépense,Après-midi
TX0500471,CUST0002_SEASONAL,2024-03-01,15:45:00,Salaire,Virement instantané,Credit,11618.0,33698.58,virement employeur,Salaire,Marrakech,MA,2024-03-01 15:45:00,2024,3,1,15,Friday,March,VIREMENT EMPLOYEUR,SALAIRE,0,1,Revenu,Après-midi
TX0500473,CUST0002_SEASONAL,2024-03-01,15:45:00,Courant,Espèces,Debit,410.09,33288.49,HOTEL RESERVATION,McDonald's,Agadir,MA,2024-03-01 15:45:00,2024,3,1,15,Friday,March,HOTEL RESERVATION,MCDONALD'S,1,0,Dépense,Après-midi
TX0500473,CUST0002_SEASONAL,2024-03-01,17:36:00,Courant,Virement instantané,Debit,1076.07,32212.42,HOTEL RESERVATION,Carrefour,Agadir,MA,2024-03-01 17:36:00,2024,3,1,17,Friday,March,HOTEL RESERVATION,CARREFOUR,1,0,Dépense,Après-midi
TX0500474,CUST0002_SEASONAL,2024-03-02,20:12:00,Courant,Wallet,Debit,1619.1,30593.32,ACHAT RAMADAN,Carrefour,Casablanca,MA,2024-03-02 20:12:00,2024,3,2,20,Saturday,March,ACHAT RAMADAN,CARREFOUR,1,0,Dépense,Soir
TX0500475,CUST0002_SEASONAL,2024-03-03,08:26:00,Courant,Virement instantané,Debit,1501.44,29091.88,ACHAT RAMADAN,Restaurant Gastronomique,Agadir,MA,2024-03-03 08:26:00,2024,3,3,8,Sunday,March,ACHAT RAMADAN,RESTAURANT GASTRONOMIQUE,1,0,Dépense,Matin
TX0500476,CUST0002_SEASONAL,2024-03-03,16:13:00,Courant,Carte,Debit,1173.32,27918.56,ACHAT ETE,Hôtel Kenzi,Fès,MA,2024-03-03 16:13:00,2024,3,3,16,Sunday,March,ACHAT ETE,HÔTEL KENZI,1,0,Dépense,Après-midi
TX0500477,CUST0002_SEASONAL,2024-03-04,14:31:00,Courant,ATM,Debit,1841.9,26076.66,VOYAGE MAROC,Voyages Atlas,Agadir,MA,2024-03-04 14:31:00,2024,3,4,14,Monday,March,VOYAGE MAROC,VOYAGES ATLAS,1,0,Dépense,Après-midi
TX0500478,CUST0002_SEASONAL,2024-03-04,15:32:00,Courant,Espèces,Debit,507.71,25568.95,ACHAT RAMADAN,McDonald's,Casablanca,MA,2024-03-04 15:32:00,2024,3,4,15,Monday,March,ACHAT RAMADAN,MCDONALD'S,1,0,Dépense,Après-midi
TX0500479,CUST0002_SEASONAL,2024-03-05,12:25:00,Courant,Carte,Debit,933.03,24635.93,VOYAGE MAROC,H&M,Rabat,MA,2024-03-05 12:25:00,2024,3,5,12,Tuesday,March,VOYAGE MAROC,H&M,1,0,Dépense,Après-midi
TX0500480,CUST0002_SEASONAL,2024-03-06,08:45:00,Courant,Carte,Debit,703.85,23932.08,VOYAGE MAROC,Zara,Casablanca,MA,2024-03-06 08:45:00,2024,3,6,8,Wednesday,March,VOYAGE MAROC,ZARA,1,0,Dépense,Matin
TX0500481,CUST0002_SEASONAL,2024-03-06,09:46:00,Courant,Virement instantané,Debit,1801.74,22130.34,HOTEL RESERVATION,Restaurant Gastronomique,Oujda,MA,2024-03-06 09:46:00,2024,3,6,9,Wednesday,March,HOTEL RESERVATION,RESTAURANT GASTRONOMIQUE,1,0,Dépense,Matin
TX0500482,CUST0002_SEASONAL,2024-03-06,17:40:00,Courant,Wallet,Debit,1232.08,20898.26,VOYAGE MAROC,Restaurant Gastronomique,Rabat,MA,2024-03-06 17:40:00,2024,3,6,17,Wednesday,March,VOYAGE MAROC,RESTAURANT GASTRONOMIQUE,1,0,Dépense,Après-midi
TX0500483,CUST0002_SEASONAL,2024-03-07,11:56:00,Courant,Virement instantané,Debit,1822.04,19076.22,RESTAURANT ETE,McDonald's,Tanger,MA,2024-03-07 11:56:00,2024,3,7,11,Thursday,March,RESTAURANT ETE,MCDONALD'S,1,0,Dépense,Matin
TX0500484,CUST0002_SEASONAL,2024-03-07,18:23:00,Courant,Wallet,Debit,1604.36,17471.86,ACHAT RAMADAN,H&M,Fès,MA,2024-03-07 18:23:00,2024,3,7,18,Thursday,March,ACHAT RAMADAN,H&M,1,0,Dépense,Soir
TX0500485,CUST0002_SEASONAL,2024-03-08,19:29:00,Courant,Virement,Debit,925.95,16545.92,ACHAT ETE,Marjane,Tanger,MA,2024-03-08 19:29:00,2024,3,8,19,Friday,March,ACHAT ETE,MARJANE,1,0,Dépense,Soir
TX0500486,CUST0002_SEASONAL,2024-03-08,12:32:00,Courant,Espèces,Debit,1053.39,15492.53,RESTAURANT ETE,Hôtel Kenzi,Meknès,MA,2024-03-08 12:32:00,2024,3,8,12,Friday,March,RESTAURANT ETE,HÔTEL KENZI,1,0,Dépense,Après-midi
TX0500487,CUST0002_SEASONAL,2024-03-08,17:17:00,Courant,Carte,Debit,738.97,14753.56,ACHAT ETE,Carrefour,Fès,MA,2024-03-08 17:17:00,2024,3,8,17,Friday,March,ACHAT ETE,CARREFOUR,1,0,Dépense,Après-midi
TX0500488,CUST0002_SEASONAL,2024-03-09,11:21:00,Courant,Espèces,Debit,1473.98,13279.58,HOTEL RESERVATION,Zara,Casablanca,MA,2024-03-09 11:21:00,2024,3,9,11,Saturday,March,HOTEL RESERVATION,ZARA,1,0,Dépense,Matin
TX0500489,CUST0002_SEASONAL,2024-03-09,08:00:00,Courant,Virement instantané,Debit,425.75,12853.82,HOTEL RESERVATION,Marjane,Agadir,MA,2024-03-09 08:00:00,2024,3,9,8,Saturday,March,HOTEL RESERVATION,MARJANE,1,0,Dépense,Matin
TX0500490,CUST0002_SEASONAL,2024-03-10,17:48:00,Courant,Virement,Debit,587.5,12266.32,VOYAGE MAROC,Hôtel Kenzi,Oujda,MA,2024-03-10 17:48:00,2024,3,10,17,Sunday,March,VOYAGE MAROC,HÔTEL KENZI,1,0,Dépense,Après-midi
TX0500491,CUST0002_SEASONAL,2024-03-10,09:49:00,Courant,Virement,Debit,543.21,11723.11,ACHAT ETE,Carrefour,Agadir,MA,2024-03-10 09:49:00,2024,3,10,9,Sunday,March,ACHAT ETE,CARREFOUR,1,0,Dépense,Matin
TX0500492,CUST0002_SEASONAL,2024-03-10,20:40:00,Courant,Virement,Debit,1007.78,10715.33,ACHAT RAMADAN,Hôtel Kenzi,Agadir,MA,2024-03-10 20:40:00,2024,3,10,20,Sunday,March,ACHAT RAMADAN,HÔTEL KENZI,1,0,Dépense,Soir
TX0500493,CUST0002_SEASONAL,2024-03-11,18:03:00,Courant,Carte,Debit,535.07,10180.26,VOYAGE MAROC,Hôtel Kenzi,Fès,MA,2024-03-11 18:03:00,2024,3,11,18,Monday,March,VOYAGE MAROC,HÔTEL KENZI,1,0,Dépense,Soir
TX0500494,CUST0002_SEASONAL,2024-03-11,15:13:00,Courant,ATM,Debit,1891.42,8288.84,ACHAT ETE,Hôtel Kenzi,Meknès,MA,2024-03-11 15:13:00,2024,3,11,15,Monday,March,ACHAT ETE,HÔTEL KENZI,1,0,Dépense,Après-midi
TX0500495,CUST0002_SEASONAL,2024-03-11,18:02:00,Courant,ATM,Debit,729.78,7559.06,ACHAT RAMADAN,Marjane,Oujda,MA,2024-03-11 18:02:00,2024,3,11,18,Monday,March,ACHAT RAMADAN,MARJANE,1,0,Dépense,Soir
TX0500496,CUST0002_SEASONAL,2024-03-11,09:09:00,Courant,Espèces,Debit,753.93,6805.14,ACHAT ETE,Hôtel Kenzi,Rabat,MA,2024-03-11 09:09:00,2024,3,11,9,Monday,March,ACHAT ETE,HÔTEL KENZI,1,0,Dépense,Matin
TX0500497,CUST0002_SEASONAL,2024-03-12,10:52:00,Courant,Carte,Debit,431.98,6373.16,RESTAURANT ETE,Carrefour,Meknès,MA,2024-03-12 10:52:00,2024,3,12,10,Tuesday,March,RESTAURANT ETE,CARREFOUR,1,0,Dépense,Matin
TX0500498,CUST0002_SEASONAL,2024-03-13,11:51:00,Courant,Espèces,Debit,466.28,5906.88,ACHAT ETE,Restaurant Gastronomique,Meknès,MA,2024-03-13 11:51:00,2024,3,13,11,Wednesday,March,ACHAT ETE,RESTAURANT GASTRONOMIQUE,1,0,Dépense,Matin
TX0500499,CUST0002_SEASONAL,2024-03-13,18:51:00,Courant,Virement instantané,Debit,523.53,5383.35,RESTAURANT ETE,H&M,Rabat,MA,2024-03-13 18:51:00,2024,3,13,18,Wednesday,March,RESTAURANT ETE,H&M,1,0,Dépense,Soir
TX0500500,CUST0002_SEASONAL,2024-03-13,10:47:00,Courant,Virement instantané,Debit,810.3,4573.05,ACHAT ETE,Hôtel Kenzi,Rabat,MA,2024-03-13 10:47:00,2024,3,13,10,Wednesday,March,ACHAT ETE,HÔTEL KENZI,1,0,Dépense,Matin
TX0500501,CUST0002_SEASONAL,2024-03-14,19:58:00,Courant,Espèces,Debit,1970.83,2602.21,VOYAGE MAROC,Carrefour,Tanger,MA,2024-03-14 19:58:00,2024,3,14,19,Thursday,March,VOYAGE MAROC,CARREFOUR,1,0,Dépense,Soir
TX0500502,CUST0002_SEASONAL,2024-03-15,16:49:00,Courant,Virement,Debit,785.54,1816.68,HOTEL RESERVATION,Marjane,Tanger,MA,2024-03-15 16:49:00,2024,3,15,16,Friday,March,HOTEL RESERVATION,MARJANE,1,0,Dépense,Après-midi
